Time , Robot1_X , Robot1_Y , Robot1_Teta , Robot1_Velocity , Robot1_acceleration , , Robot2_X , Robot2_Y , Robot2_Teta , Robot2_Velocity , Robot2_acceleration , , Robot1_obstacle1 x ,Robot1_obstacle1 y ,Robot1_obstacle1_orientation ,Robot1_obstacle1_velocity , , Robot1_obstacle2 x ,Robot1_obstacle2 y ,Robot1_obstacle2_orientation ,Robot1_obstacle2_velocity , ,Robot1_obstacle3 x ,Robot1_obstacle3 y ,Robot1_obstacle3_orientation ,Robot1_obstacle3_velocity , , Robot1_obstacle4 x ,Robot1_obstacle4 y ,Robot1_obstacle4_orientation ,Robot1_obstacle4_velocity , ,Robot2_obstacle1 x ,Robot2_obstacle1 y ,Robot2_obstacle1_orientation ,Robot2_obstacle1_velocity , , Robot2_obstacle2 x ,Robot2_obstacle2 y ,Robot2_obstacle2_orientation ,Robot2_obstacle2_velocity , ,Robot2_obstacle3 x ,Robot2_obstacle3 y ,Robot2_obstacle3_orientation ,Robot2_obstacle3_velocity , , Robot2_obstacle4 x ,Robot2_obstacle4 y ,Robot2_obstacle4_orientation ,Robot2_obstacle4_velocity ,
12112.691,18.7347,-4.73614,1.87514,0.934367,1.0275, ,5.68495,-12.1769,0.497797,0.872741,0.975964, ,14.2992,-7.33593,1.5708,0.501, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12113.192,18.563,-4.32949,2.15741,0.851686,0.14301, ,6.11033,-11.9865,0.307522,0.899399,0.134215, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12113.687,18.2958,-3.98966,2.40655,0.887353,0.78674, ,6.54853,-11.8688,0.170402,0.999101,0.304631, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12114.188,17.9491,-3.72629,2.60035,0.924545,0.00863471, ,6.99664,-11.8127,0.065745,0.924583,0.144874, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12114.686,17.5263,-3.49409,2.73306,0.930383,-0.0807242, ,7.47123,-11.7845,0.0932581,0.92822,-0.0250814, ,14.2992,-7.43593,-1.3734,0.212884, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12115.187,17.1193,-3.33689,2.85502,0.923786,-0.00296686, ,7.91355,-11.7317,0.14639,0.923081,0.0149399, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12115.688,16.6731,-3.22173,2.92071,0.867404,0.00666047, ,8.39936,-11.6612,0.174905,0.927867,-0.0373017, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12116.186,16.2304,-3.1217,2.92952,0.924114,0.0214025, ,8.84479,-11.5787,0.175462,0.920444,-0.0279766, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12116.687,15.8177,-3.03215,2.88999,0.922741,-0.00465769, ,9.31847,-11.495,0.190266,0.92904,-0.0402199, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,13.2675,-13.4759,0,0.4175, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12117.188,15.3671,-2.91038,2.86612,0.928543,0.00182989, ,9.759,-11.4051,0.206618,0.920842,-0.0205208, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12117.689,14.9181,-2.78801,2.8682,0.934363,0.0796881, ,10.1813,-11.3149,0.202056,0.927357,0.0358462, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12118.187,14.4617,-2.66026,2.86976,0.92389,-0.0125197, ,10.6309,-11.2219,0.210309,0.926216,-0.00870742, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12118.688,14.0134,-2.53937,2.92477,0.930063,0.076423, ,11.092,-11.1283,0.217914,0.922192,-0.0525555, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,8.96751,-15.7009,-1.5708,1.07, ,9.01751,-14.5509,-2.89385,1.07, ,12.3175,-12.2759,3.14159,1.07, ,0,0,0,0, 
12119.186,13.5617,-2.446,2.94183,0.931055,-0.00966536, ,11.5327,-11.0268,0.20857,0.921199,0.0840203, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12119.687,13.1028,-2.35271,2.95156,0.948748,-0.190617, ,11.9952,-10.9333,0.221461,0.922073,-0.0363054, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12120.188,12.6299,-2.27064,3.00232,0.925042,-0.0148682, ,12.4519,-10.8249,0.250539,0.899422,-0.0105266, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12120.686,12.1966,-2.21338,3.02477,0.896396,0.0941098, ,12.8881,-10.7141,0.222663,0.925906,0.0141138, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,11.1925,-12.2759,0.96007,1.07, ,13.0425,-13.4759,0.257928,1.07, ,0,0,0,0, ,0,0,0,0, 
12121.187,11.7347,-2.16217,3.05587,0.92931,0.00525458, ,13.3644,-10.609,0.210382,0.920911,0.00514392, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12121.691,11.2822,-2.12694,3.06633,0.928176,-0.397882, ,13.8145,-10.5067,0.229157,0.928357,-0.19663, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12122.189,10.8,-2.09232,3.03835,0.93039,0.0384747, ,14.267,-10.4148,0.15326,0.926257,0.037909, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12122.687,10.3602,-2.03569,2.98583,0.895322,-0.0898363, ,14.7338,-10.3472,0.141131,0.921094,-0.000398781, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,10.2925,-12.3259,1.03369,1.07, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12123.188,9.91174,-1.966,3.003,0.924985,-0.000254386, ,15.1718,-10.2829,0.152422,0.924524,-0.00202051, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12123.686,9.44364,-1.9056,3.01512,0.891863,-0.0728526, ,15.6282,-10.2166,0.127361,0.894163,0.00251311, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12124.187,9.01478,-1.849,3.01348,0.827787,0.0176925, ,16.0508,-10.1641,0.104092,0.926535,-0.0475939, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12124.694,8.5475,-1.79742,3.00794,0.995018,0.177261, ,16.5058,-10.1185,0.0838793,0.91095,-0.00655069, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,14.3175,-14.4259,-0.674741,1.07, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12125.192,8.06101,-1.72656,2.98685,0.929715,0.0180598, ,16.959,-10.0885,0.0759483,0.922704,-1.12909, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12125.687,7.61205,-1.65177,2.94743,0.92716,-1.40278, ,17.3509,-10.0407,0.278931,0.682094,-0.97388, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12126.188,7.25786,-1.57705,2.92083,0.457616,0.566513, ,17.7361,-9.90951,0.368378,0.997822,0.388245, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12126.686,6.95201,-1.52561,3.08624,0.738325,-1.24663, ,18.1755,-9.7516,0.249931,0.779776,-0.8542, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,14.3175,-14.3509,-0.601455,1.07, ,20.4175,-13.4759,0.162489,1.07, ,0,0,0,0, ,0,0,0,0, 
12127.187,6.58122,-1.5238,-3.13007,0.795756,0.0157122, ,18.528,-9.68222,0.0405258,0.667523,-0.790766, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12127.688,6.26665,-1.51042,2.93468,0.722354,-1.72617, ,18.8296,-9.68525,-0.184215,0.506258,-0.142278, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12128.186,5.89864,-1.4109,2.7842,0.603162,-0.171447, ,19.0523,-9.7358,-0.472209,0.367924,-0.14003, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12128.687,5.54789,-1.25801,2.72238,0.705798,-0.26364, ,19.1453,-9.77018,-0.801842,0.0491546,-0.185499, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,19.5675,-13.4259,0.113792,1.07, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12129.188,5.25151,-1.14388,2.90458,0.681777,0.0361043, ,19.1667,-9.7653,-1.06473,0.0112027,-0.0183311, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12129.689,4.87185,-1.06484,3.01902,0.784077,-0.0140899, ,19.1767,-9.7463,-1.27742,-0.0614824,-0.00650155, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12130.187,4.46901,-1.0282,3.13104,0.81258,0.00508824, ,19.1783,-9.72156,-1.37704,0.000175189,-0.00168864, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12130.688,4.04779,-1.03941,-3.07965,0.82639,0.000377345, ,19.191,-9.71906,-1.54842,-0.0129822,-0.0632541, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,14.2675,-7.5009,2.30057,1.07, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12131.186,3.63388,-1.05472,3.11386,0.888526,-0.061796, ,19.2225,-9.71837,-1.96143,-0.0116731,-0.00625942, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12131.69,3.17863,-1.01853,2.93419,0.902272,-0.0235456, ,19.2492,-9.73138,-2.3598,-0.00486011,-0.00614365, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12132.188,2.80079,-0.914617,2.7016,0.578786,0.0656112, ,19.2676,-9.754,-2.74994,-0.00570215,0.130023, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12132.686,2.4804,-0.737437,2.44169,0.843844,1.42352, ,19.2527,-9.7853,3.11936,0.229022,1.73192, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,2.6714,1.07, ,14.2675,-7.1259,2.26631,1.07, ,0,0,0,0, ,0,0,0,0, 
12133.19,2.19949,-0.435094,2.05169,0.73363,-0.229574, ,19.0872,-9.77485,2.75288,0.496411,-0.232329, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12133.688,2.04747,-0.0512729,1.73994,0.791386,-0.236397, ,18.8361,-9.63987,2.39437,0.690407,-0.196196, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12134.189,2.01594,0.32744,1.46756,0.853428,-0.170154, ,18.5849,-9.34121,2.05224,0.726214,-0.274697, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12134.69,2.09092,0.742266,1.26631,0.845175,-0.252236, ,18.4084,-8.93501,1.86687,0.889142,-0.190917, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,14.3175,-7.5759,1.54997,1.07, ,14.3675,-13.7259,-1.55088,1.07, ,19.6175,-13.4759,-0.896966,1.07, ,0,0,0,0, 
12135.188,2.24086,1.15149,1.12422,0.926799,-0.0742823, ,18.2992,-8.50577,1.74509,0.927047,0.00269501, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12135.686,2.46295,1.56679,1.01768,0.89172,-0.289793, ,18.2159,-8.06378,1.7717,0.923536,-0.146147, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12136.187,2.70409,1.95435,1.02194,0.928294,1.76563, ,18.1285,-7.64199,1.81057,0.51822,1.76262, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12136.694,2.9162,2.30633,1.03947,0.8572,1.4187, ,18.0414,-7.30157,1.74024,0.637212,0.531638, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12137.192,3.14261,2.69684,1.0582,0.850823,0.425506, ,18.0012,-6.99997,1.5566,0.474457,-0.0337378, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12137.687,3.36105,3.09019,1.08139,0.925678,-1.01634, ,18.0172,-6.74413,1.33783,0.625997,-0.0458065, ,6.29916,6.78907,0.0665678,0.62764, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12138.191,3.56396,3.4728,1.08092,0.926145,-0.46863, ,18.1386,-6.38463,1.06968,0.952047,-0.378761, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12138.686,3.78036,3.88568,1.09604,0.882229,-1.03576, ,18.3562,-6.00076,1.10423,0.910197,-0.965701, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12139.193,3.97219,4.26054,1.1019,0.850237,-0.160586, ,18.5591,-5.55807,1.21005,0.999315,-0.152678, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12139.688,4.16985,4.65144,1.10582,0.857652,0.289673, ,18.6933,-5.15687,1.38409,0.862525,-0.171242, ,7.22416,6.71407,-0.310998,1.07, ,8.14916,6.51407,-0.0767719,1.08871, ,0,0,0,0, ,0,0,0,0, ,14.2675,-7.6509,3.14159,0.0835003, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12140.186,4.34559,5.00305,1.10915,0.851006,0.0651653, ,18.7295,-4.73434,1.72302,0.775338,0.557395, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12140.69,4.54877,5.41203,1.09635,0.920354,1.5369, ,18.6435,-4.36904,1.99651,0.764491,0.885022, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12141.191,4.7581,5.82417,1.10724,0.85516,0.388256, ,18.4781,-4.07953,2.3363,0.617663,0.337247, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12141.686,4.94699,6.20329,1.11059,0.846642,0.577758, ,18.1799,-3.82283,2.59365,0.838908,0.311328, ,7.89916,6.91407,3.14159,0.2505, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12142.19,5.11599,6.54506,1.11305,0.842414,0.0939495, ,17.7693,-3.6049,2.73858,0.901877,-0.0548047, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12142.688,5.31507,6.95016,1.11549,0.851227,0.0811081, ,17.3498,-3.45504,2.89134,0.931182,0.113051, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12143.186,5.49705,7.32234,1.11802,0.85195,0.0183078, ,16.8725,-3.34878,2.95812,0.966609,0.0183865, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12143.687,5.6905,7.72003,1.11913,0.901276,-0.362534, ,16.444,-3.26241,2.90695,0.921977,-0.187929, ,9.72416,7.03907,-0.0249949,1.07, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12144.194,5.89053,8.13233,1.11823,0.883152,0.024426, ,15.9926,-3.15764,2.93251,0.927477,0.0604272, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12144.686,6.07572,8.51288,1.11393,0.900632,0.260314, ,15.5114,-3.05609,2.93759,0.92559,0.0268561, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12145.187,6.29117,8.94525,1.0786,0.999134,-0.0498364, ,15.0881,-2.9666,2.90525,0.923559,-0.141342, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12145.688,6.4882,9.29834,1.02145,0.711301,-0.0539976, ,14.6287,-2.85925,2.91914,0.926678,0.0249672, ,10.7492,7.01407,0,1.07, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12146.186,6.64955,9.56888,0.997364,0.5375,0.0438299, ,14.1556,-2.76017,2.9805,0.915872,0.0640566, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12146.693,6.76734,9.7427,0.958967,0.277163,0.00249746, ,13.7118,-2.69293,3.00805,0.923742,0.00120482, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12147.188,6.88376,9.9169,1.10251,0.630604,-0.00499341, ,13.2555,-2.62779,2.98974,0.91731,0.0283984, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12147.686,7.01297,10.2012,1.248,0.69486,-1.091, ,12.7949,-2.54968,2.92407,0.928878,-0.0579522, ,11.5492,7.03907,-0.266252,0.476023, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12148.19,7.11434,10.546,1.39043,0.773101,-0.00793812, ,12.3424,-2.44666,2.9275,0.927549,0.00263296, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12148.694,7.1683,10.954,1.52811,0.787398,-0.0286352, ,11.8976,-2.3544,2.9501,0.924888,0.00580202, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12149.186,7.17874,11.3205,1.54458,0.742738,-0.0579944, ,11.4343,-2.25914,2.89715,0.932068,-0.0605497, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12149.693,7.18874,11.7173,1.56284,0.82335,0.0456752, ,10.9774,-2.14636,2.92955,0.929571,0.0497255, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12150.188,7.19285,12.1651,1.53304,0.995906,0.0049272, ,10.5418,-2.06141,2.97057,0.924236,-0.0356708, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12150.686,7.22558,12.6125,1.3697,0.860857,-0.0740798, ,10.0707,-1.97274,2.93134,0.924087,0.000279275, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12151.187,7.34527,13.0361,1.13316,0.836744,0.0234582, ,9.64474,-1.88665,2.97197,0.920606,0.0149016, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12151.688,7.55801,13.4135,0.912106,0.766488,-1.65551, ,9.17405,-1.81314,3.01177,0.865229,-1.39108, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12152.186,7.81689,13.7052,0.712969,0.890557,-0.0573582, ,8.74005,-1.76262,2.98546,0.925178,-0.0429027, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12152.687,8.2012,14.0003,0.592355,0.883952,-0.0389864, ,8.23261,-1.67396,2.93227,0.999487,-0.0532261, ,9.74916,12.3391,0.388319,1.07, ,10.8992,12.3391,1.76152,1.07, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12153.191,8.53965,14.2278,0.599786,0.890602,-0.033476, ,7.77339,-1.56924,2.89926,0.92888,-0.0769437, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12153.686,8.92457,14.4956,0.624456,0.892489,0.161775, ,7.31493,-1.46469,2.95602,0.924306,0.0203764, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12154.187,9.25995,14.7411,0.647524,0.884095,0.737544, ,6.89269,-1.38759,2.94606,0.998905,0.195696, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12154.688,9.62564,15.0213,0.664295,0.864004,0.142625, ,6.43225,-1.27913,2.85943,0.947469,0.00158936, ,10.2242,12.2891,0,0.0835003, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12155.186,9.9691,15.2924,0.675449,0.859998,0.0237212, ,6.00425,-1.15514,2.88445,0.712106,0.156681, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12155.687,10.2823,15.5449,0.68605,0.860246,-0.129404, ,5.68975,-1.07238,2.97087,0.519276,-0.309159, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12156.191,10.6111,15.8158,0.69792,0.923661,0.520853, ,5.43668,-1.0442,-3.09144,0.659113,0.130738, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12156.686,10.9548,16.1064,0.70289,0.846057,0.111925, ,4.99617,-1.08071,-3.11386,0.834145,0.0312299, ,10.1742,12.3391,3.14159,0.0835003, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12157.187,11.2776,16.3798,0.702271,0.842376,0.0445405, ,4.57587,-1.07898,3.13724,0.968365,0.00460522, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
12157.688,11.5911,16.6461,0.66865,0.931237,0.482313, ,4.15387,-1.08531,-3.11614,0.847949,0.175482, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,0,0,0, 
